0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.000296907,0.000183095,0.000317771,0.000249267,0.000163728,0.000163352,0.000178649,0.000187119,0.000229443,0.00023635,0.000242654,0.000216874,0.000206574,0.000202541,0.000232489,0.000223082,0.000179656,0.000169771,0.000189202
0.000213815,0.00021313,0.000216535,0.000231861,0.000194921,0.000187466,0.000666314,0.000440145,0.000936813,0.000802605,0.000239305,0.000272126,0.000374231,0.000283969,0.001158243,0.000740998,0.00023927,0.000224773,0.000784198
0.000146125,0.00014685,0.000143195,0.000150329,0.000148604,0.000154247,0.000165444,0.000174442,0.00018877,0.00019527,0.000143799,0.000158973,0.000161335,0.000174154,0.00018314,0.000194973,0.000146948,0.000146352,0.000169085
0.000333452,0.000262792,0.000338588,0.000210955,0.000239232,0.000233979,0.000200426,0.000306401,0.00015984,0.000359023,0.000364914,0.000255711,0.000317385,0.000248516,0.000264671,0.000256548,0.000268395,0.000125071,0.000273607
0.000350465,0.00033124,0.000357407,0.000348959,0.000300104,0.000207871,0.000341213,0.000265293,0.000379524,0.000502568,0.000367188,0.000471567,0.000321044,0.000435403,0.000353233,0.000504751,0.000390947,0.000251552,0.000349828
0.00012808,0.000124703,0.000127669,0.000120508,0.000125395,0.000113215,0.000172397,0.000142751,0.000206471,0.000208308,0.000150854,0.000137265,0.000131945,0.000140185,0.00014857,0.000149312,0.00012429,0.000124158,0.000167261
0.000202966,0.000189444,0.000198279,0.000196742,0.000167532,0.000214155,0.000184585,0.000275096,0.000234425,0.000268885,0.00024077,0.000205987,0.000203252,0.000270408,0.0002153,0.000295837,0.000230239,0.000217215,0.000239514
0.000335647,0.000309514,0.000393412,0.000396206,0.000390189,0.000399447,0.000371871,0.000351068,0.000327928,0.000357053,0.000344754,0.001214733,0.000377534,0.000297807,0.000414936,0.000333671,0.000375761,0.00037836,0.00040332
0.000220373,0.000215308,0.000221593,0.000229885,0.00020265,0.000211252,0.000269096,0.000184156,0.000422931,0.000216668,0.000239131,0.000223284,0.000236822,0.000259119,0.000560447,0.000252642,0.00021698,0.000191143,0.000166341
0.000234792,0.000224756,0.000247921,0.000244364,0.000234181,0.000242646,0.000306136,0.000309528,0.000406387,0.000425706,0.000228109,0.000223464,0.000268897,0.00024723,0.000379014,0.000325971,0.000234368,0.00024695,0.000270629
0.000193971,0.000174081,0.000202962,0.000196328,0.000143783,0.000126557,0.000411983,0.000411039,0.00106631,0.001032714,0.000176147,0.000177105,0.000205153,0.000202238,0.000606636,0.000639653,0.000217968,0.000159632,0.000322963
0.000195143,0.000195311,0.000183304,0.000206256,0.000181953,0.00021566,0.000235281,0.00021784,0.000265093,0.000218037,0.000337346,0.000224363,0.000257017,0.000226721,0.000240263,0.000261661,0.000200843,0.000187623,0.000218901
0.000440494,0.000394494,0.000434543,0.000381826,0.000464801,0.000236979,0.000482128,0.000397508,0.00047838,0.000453082,0.000486286,0.000373056,0.000457627,0.000666173,0.000470818,0.000479436,0.000390658,0.00043373,0.000419677
0.000249499,0.000221532,0.000226903,0.000204233,0.000166457,0.000166797,0.000186074,0.00015754,0.000200999,0.000175089,0.000248448,0.000215476,0.000222434,0.000201697,0.000196905,0.000186946,0.000216165,0.000158784,0.00015719
0.000231005,0.000250481,0.000234294,0.000217071,0.000262042,0.000252666,0.000307901,0.000289615,0.000335411,0.000341504,0.000233927,0.000277302,0.000252011,0.000271978,0.000302193,0.000318765,0.000246323,0.000252018,0.000300061
0.000210864,0.000192568,0.000219191,0.000227651,0.000237937,0.000272089,0.000216882,0.000280124,0.000285157,0.000262403,0.0002877,0.000293554,0.000187083,0.000240734,0.000229411,0.000251453,0.000217041,0.000297156,0.00027169
0.000548694,0.00061991,0.000499273,0.000330163,0.000470494,0.000513851,0.000560423,0.000544648,0.000648064,0.000798648,0.000498274,0.000249271,0.000483871,0.00062978,0.000614188,0.000673968,0.000653822,0.000509972,0.000506025
0.00034431,0.000323477,0.000342074,0.000317414,0.000287207,0.00025608,0.000308466,0.000482238,0.000473545,0.000703266,0.000326782,0.00030653,0.000331512,0.00028367,0.000381241,0.000550549,0.000355784,0.000252466,0.000324
0.00020115,0.000201668,0.000186397,0.000206441,0.000196366,0.000239578,0.000229855,0.000257395,0.000281391,0.00029694,0.000232704,0.000248963,0.000244797,0.000311713,0.000278472,0.0003355,0.000178251,0.000168949,0.000219066
0.000188869,0.000245434,0.000173098,0.000180677,0.000139268,0.000142663,0.000143432,0.000137723,0.000157511,0.000142982,0.000217537,0.000274693,0.000211291,0.000220026,0.000171608,0.000148899,0.000220464,0.000148005,0.000138598
0.000399084,0.000366303,0.000397057,0.000342566,0.000519856,0.000563716,0.000572485,0.00075212,0.00055614,0.000578783,0.000473298,0.000502463,0.00066124,0.000776199,0.000558199,0.000927853,0.000367998,0.000385676,0.000386463
0.0001694,0.00017,0.000162328,0.000177179,0.000153091,0.000151429,0.000158153,0.000172255,0.000419591,0.000555767,0.000184375,0.000198243,0.00020608,0.0001418,0.000334128,0.000230948,0.000171875,0.000147952,0.000171373
0.001226958,0.001407268,0.00086479,0.001254017,0.000751862,0.000753516,0.001578185,0.00059721,0.002114864,0.001865076,0.001008748,0.001265123,0.000739354,0.001006772,0.001867454,0.001832213,0.001244857,0.000334526,0.001049467
0.000137662,0.000128965,0.000128374,0.000126479,0.000120608,0.000133848,0.000170181,0.000326917,0.000455509,0.000711031,0.000160242,0.000150204,0.000200336,0.000229039,0.000352892,0.000458246,0.000146079,0.000106578,0.000247796
0.000150931,0.000361848,0.000116946,0.00010768,0.000324808,0.000422844,0.000670499,0.000677816,0.000381894,0.000956561,0.000133126,0.000137789,0.000261915,0.000132739,0.001120418,0.000535264,0.000340175,0.000254072,0.000398573
0.000264943,0.000269483,0.000271609,0.000221714,0.000208864,0.000190402,0.000249481,0.000240322,0.000406254,0.000505531,0.000304448,0.000269285,0.000508558,0.000148374,0.000389384,0.000399005,0.000228186,0.000173645,0.000170149
0.000841637,0.000888575,0.000646405,0.000633479,0.000638526,0.000584551,0.001233372,0.001381073,0.001930468,0.00215176,0.000840203,0.000852864,0.000851073,0.000865784,0.001717914,0.001730512,0.000530066,0.000521727,0.001017618
0.000475331,0.000437043,0.000405836,0.000385169,0.000356767,0.000362537,0.00059419,0.000533265,0.00056078,0.001174052,0.000501049,0.000468903,0.000603497,0.000500647,0.001083293,0.00111069,0.000280688,0.000319757,0.000460143
0.000699613,0.000541048,0.000560351,0.000765109,0.000445561,0.000386102,0.001721884,0.000884601,0.00485389,0.004335762,0.00093863,0.000670321,0.001481316,0.00072821,0.004796417,0.003653691,0.000636706,0.00031565,0.001298942
0.000175604,0.000165852,0.000167198,0.000156508,0.000143768,0.000127955,0.000263353,0.000272175,0.000690718,0.000845898,0.000122113,0.000154474,0.000227176,0.000154779,0.000561367,0.00049539,0.00017144,0.000135113,0.000260148
7.82E-05,0.000146754,0.000115407,0.00012386,0.000256773,0.000169912,0.000631824,0.000447503,0.000985865,0.001081421,0.000177906,0.000213148,0.000261456,0.000166474,0.000819641,0.000658355,0.000289422,0.000239563,0.000563859
0.000458194,0.000234414,0.000248444,0.000277645,0.000181445,0.000298263,0.000412643,0.000555473,0.000711857,0.000650422,0.000434365,0.000351198,0.000394598,0.000345266,0.000602201,0.000562086,0.000404349,0.000199186,0.000531615
0.0003228,0.000268216,0.000292136,0.000227914,0.000249665,0.000170032,0.000403737,0.000352555,0.001171741,0.001066355,0.000311837,0.000220868,0.000363986,0.000249444,0.000903055,0.000721451,0.000281685,0.000184025,0.000186607
0.000821615,0.000836417,0.000640507,0.000804399,0.000360975,0.000559624,0.001164937,0.000401374,0.002365982,0.002170308,0.000870316,0.001040711,0.001230327,0.000770321,0.001921985,0.001590439,0.000840185,0.000553068,0.001297247
0.000379662,0.000420582,0.000256627,0.000299678,0.000235208,0.000200778,0.000713425,0.000544069,0.000116364,0.000979004,0.000329096,0.000458717,0.00033262,0.000300725,0.001142231,0.000913747,0.000263183,0.000164494,0.00042205
0.000299443,0.000336733,0.000228089,0.000288539,0.000319459,0.000364546,0.000394544,0.000372117,0.000624399,0.000567211,0.000296803,0.000436366,0.000331438,0.000395461,0.000473626,0.000425555,0.000355313,0.000337069,0.000351944
0.001386992,0.001371831,0.001352885,0.001342707,0.001256801,0.001316477,0.001288179,0.001328826,0.00147802,0.001562408,0.001342444,0.0013353,0.001359558,0.001372681,0.001634705,0.001708614,0.001371844,0.001296596,0.001262162
0.000391382,0.000354279,0.000370303,0.000270934,0.000275622,0.000290857,0.000355453,0.00056963,0.000846297,0.000826749,0.000398162,0.000308879,0.000422822,0.000462374,0.000871452,0.001420089,0.000331242,0.000204987,0.000257826
0.000148317,0.000140569,0.00012501,0.000136625,0.000113538,0.000134795,0.000219115,0.000229747,0.000197227,0.000195089,0.000157587,0.000149576,0.000168821,0.000133986,0.000259318,0.000218729,0.000132745,0.000127638,0.000189244
0.000174566,0.000175466,0.000151566,0.00014475,0.000152844,0.000139089,0.000163108,0.000142414,0.000212314,0.000164523,0.000160641,0.000171571,0.000191646,0.000154767,0.000232906,0.000155911,0.00013732,0.000140911,0.000147717
0.000215142,0.000150204,0.000162762,0.000188267,0.000152455,0.000176078,0.000165861,0.000165997,0.000212092,0.000203693,0.000174806,0.000165968,0.00016974,0.000172518,0.000183667,0.00020137,0.000183426,0.000166604,0.000163247
0.000378193,0.000317613,0.000387554,0.000313861,0.000267783,0.000273397,0.00071631,0.001056438,0.001583474,0.001767057,0.000387817,0.000349543,0.00032363,0.000374257,0.001138704,0.001225525,0.000353155,0.000245197,0.000800846
0.000215951,0.000211329,0.000206706,0.00020328,0.000188183,0.000203795,0.000292832,0.000338437,0.000759285,0.001098977,0.000226419,0.000235689,0.000264433,0.000253075,0.000485262,0.00061962,0.000218934,0.000185139,0.00026798
0.000923374,0.000970895,0.000854672,0.000930271,0.000483963,0.00046375,0.001450891,0.001209692,0.001922042,0.003148604,0.00076924,0.000868918,0.000722943,0.000696458,0.003178018,0.002205479,0.001100777,0.000770101,0.000916784
0.000233661,0.000207239,0.000250103,0.000246562,0.00022954,0.000150438,0.000181431,0.000176173,0.000206848,0.000207396,0.000213673,0.000216631,0.000244599,0.000226729,0.000240523,0.000232072,0.000248191,0.000232391,0.000161526
0.00024277,0.000226772,0.000228621,0.000214929,0.000196964,0.000183114,0.000295062,0.00036109,0.00038036,0.000395681,0.00030235,0.000232307,0.000377286,0.000235197,0.000690543,0.000460223,0.000226121,0.000198089,0.000247065
0.000491133,0.000530544,0.000516389,0.000502916,0.000435493,0.000476987,0.000484912,0.00053469,0.000471919,0.000493824,0.000683131,0.000840006,0.000594842,0.000825421,0.000536589,0.000695272,0.000449451,0.000363814,0.000565796
0.000208485,0.000205208,0.000196982,0.000177078,0.00020549,0.000157606,0.000247027,0.000266292,0.000264645,0.000328278,0.000217201,0.000218184,0.000291082,0.000262545,0.000298158,0.000347372,0.000181089,0.00016912,0.000237211
0.00013374,0.000126789,0.000148674,0.00013896,0.000160002,0.000151084,0.000154353,0.000172349,0.000169121,0.000165325,0.000146855,0.0001277,0.000168418,0.000149883,0.000175628,0.000169303,0.000148373,0.000182622,0.000177212
0.000208589,0.000209636,0.000209789,0.000206503,0.000181292,0.000180633,0.000177231,0.000205909,0.00026683,0.000341756,0.000215425,0.000239586,0.000207086,0.00028488,0.000252514,0.000365731,0.000199254,0.000197383,0.000192988
0.000618606,0.000644332,0.000614735,0.000628893,0.000573434,0.0006635,0.000604259,0.001057145,0.000637215,0.00062959,0.000654633,0.000595526,0.000649296,0.000584991,0.000680256,0.000461064,0.000627779,0.000630975,0.00048352
0.000233045,0.000205577,0.000187085,0.000145927,0.00016254,0.000149413,0.000446965,0.000365961,0.001331683,0.001050273,0.000284463,0.000210352,0.000352734,0.000251,0.000928123,0.001214819,0.000145856,0.000195832,0.000326977
0.000156102,0.000161455,0.000152214,0.000131207,0.000144178,0.000130529,0.000154117,0.000132587,0.000174502,0.000167673,0.000155871,0.000148599,0.00014622,0.000140753,0.000154108,0.000140678,0.000135995,0.000130315,0.000143977
0.000215916,0.000219881,0.000192936,0.000192182,0.000177529,0.000181294,0.000197762,0.000193576,0.000201082,0.000186094,0.000263165,0.000233715,0.000253982,0.000208353,0.000223775,0.000182237,0.000165899,0.0001661,0.000178504
0.000454643,0.000492575,0.000464269,0.000269396,0.000452078,0.0004978,0.001183415,0.001396779,0.00274453,0.003102964,0.000836543,0.000706784,0.000801167,0.000820607,0.001333718,0.001955943,0.000481293,0.000255252,0.001179773
0.000237736,0.000188418,0.000248319,0.000180156,0.000178072,0.000160328,0.000365541,0.000602431,0.001209858,0.001435312,0.000278568,0.000201027,0.000261109,0.000238582,0.000748127,0.000870074,0.000226194,0.000146613,0.000469955
0.000247827,0.000254604,0.000260502,0.000247267,0.000222184,0.000235679,0.00028545,0.000263354,0.000451229,0.000490185,0.000260272,0.00028366,0.000249838,0.000301292,0.000309357,0.000340763,0.000269802,0.000210053,0.000246911
0.000390285,0.00046338,0.000306831,0.000434746,0.00037219,0.000450553,0.000434273,0.000474626,0.000451745,0.000473125,0.000439658,0.000485501,0.000359852,0.000472132,0.000452046,0.000412041,0.000389933,0.000428737,0.000454317
0.000126896,8.52E-05,9.58E-05,3.66E-05,0.000210904,0.000229278,0.00031291,0.000355641,0.000287785,0.000145151,0.000159807,0.000123601,0.00017663,0.000253408,0.000306189,0.000153564,0.000133765,0.000103578,0.000132065
0.000163215,0.000152209,0.000146208,0.000134603,0.000106565,0.000107663,0.000113464,0.00014395,0.000148271,0.000215875,0.00012611,0.000149745,0.000152672,0.000144049,0.000225632,0.000386975,0.000156489,0.00011437,0.00010601
0.000226814,0.000222761,0.000209381,0.000188947,0.000163989,0.000154576,0.000272177,0.00029495,0.000698359,0.000513202,0.00021183,0.000214438,0.000211334,0.000220304,0.000731917,0.000790801,0.000202325,0.000145923,0.000228608
