38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0.01179934,0.011971213,0.012248902,0.012399362,0.012494045,0.012618862,0.012458322,0.012152356,0.011909744,0.011630512,0.011926206,0.01207773,0.012173552,0.012372811,0.011749316,0.01092513,0.012194369,0.01253752,0.012466667
0.012349675,0.012358981,0.011595732,0.01241511,0.012387788,0.012562712,0.012266079,0.01243471,0.012157446,0.012406861,0.011600294,0.012228729,0.012100222,0.012112832,0.012393713,0.012421787,0.012763863,0.012643649,0.01246819
0.012582854,0.012549549,0.012558873,0.012589247,0.013062255,0.012870359,0.012771694,0.012578049,0.012481831,0.012565974,0.012176747,0.012323063,0.0125977,0.012642834,0.012629245,0.012485372,0.012659412,0.01298305,0.012883266
0.012445823,0.012083308,0.012398032,0.012553015,0.012639918,0.012599655,0.012314613,0.012525903,0.01235918,0.012339056,0.012460929,0.012520396,0.012195748,0.012425307,0.011891754,0.012221094,0.012428387,0.012635056,0.012535065
0.012299033,0.012422454,0.011986006,0.012557876,0.011982771,0.012273451,0.011595693,0.013612585,0.012089806,0.009959539,0.011921092,0.012006203,0.011841184,0.011807476,0.011656327,0.012222408,0.012316387,0.010334593,0.012580548
0.012598533,0.012436913,0.012569183,0.012551812,0.012857655,0.012784478,0.012534563,0.012263877,0.012199245,0.012109303,0.012497265,0.012536054,0.01241001,0.012573982,0.012201313,0.012128045,0.012303791,0.012798524,0.012691671
0.012589913,0.012580257,0.012652217,0.012569403,0.012703004,0.012748036,0.012482678,0.012364271,0.012279952,0.012021448,0.012525792,0.012164105,0.012142438,0.011656672,0.011952139,0.01153116,0.012632527,0.012688369,0.012634242
0.011907849,0.012293395,0.012497484,0.012648087,0.012562614,0.012607395,0.011975747,0.01211245,0.011112959,0.011118765,0.011964533,0.012002725,0.011415403,0.011368977,0.011176587,0.011149222,0.012802451,0.012701991,0.012221783
0.012404046,0.012319272,0.012340203,0.012468195,0.012519663,0.012502834,0.012441727,0.012377874,0.012237563,0.01217003,0.012428395,0.012381052,0.0123793,0.01241801,0.012487932,0.012188438,0.012452144,0.012339091,0.012340679
0.012209836,0.012595167,0.012582906,0.012703307,0.012843596,0.012910536,0.012726233,0.012609891,0.012497145,0.012066493,0.01226553,0.012575636,0.012256386,0.01250673,0.01255543,0.012220947,0.012711189,0.012847665,0.012692264
0.01232248,0.011973795,0.012230928,0.012234288,0.01297592,0.012918434,0.01283084,0.012744513,0.012331059,0.012287879,0.012713927,0.01268154,0.012746906,0.012589111,0.012399511,0.012387213,0.012900834,0.012897927,0.012778385
0.01300958,0.012847679,0.012977693,0.01295459,0.01300624,0.013019075,0.012283975,0.012620562,0.011883506,0.012045645,0.012919845,0.012902047,0.01270909,0.012729927,0.011498659,0.012099207,0.012958617,0.012986778,0.012170543
0.013115652,0.013120469,0.013187309,0.013117232,0.013181489,0.013099946,0.013081771,0.013035711,0.012926705,0.012868658,0.013150771,0.012976864,0.013001258,0.012912988,0.012958172,0.012920372,0.013099095,0.013147956,0.01304926
0.011989886,0.012103585,0.011850728,0.012426666,0.01243908,0.012151606,0.012564318,0.011947576,0.012754885,0.011979142,0.011737844,0.012002915,0.011944631,0.011956481,0.012110774,0.012196966,0.012245987,0.012992996,0.012253596
0.012435565,0.012436579,0.012454462,0.012268852,0.012702444,0.012667854,0.012219753,0.012504178,0.012141526,0.011966968,0.011916684,0.011737311,0.011770152,0.012138479,0.011872904,0.012017962,0.012392564,0.012533728,0.012230807
0.013031184,0.013046752,0.012898803,0.013059132,0.013124991,0.013134665,0.013014561,0.013103935,0.01293489,0.012946083,0.011481128,0.012906889,0.013021378,0.012506623,0.013041094,0.013020104,0.013137232,0.01315961,0.013039342
0.012578806,0.012644868,0.012404315,0.012362752,0.012735035,0.012585504,0.012621737,0.012333146,0.012023975,0.012085269,0.012290089,0.012551402,0.01239858,0.012125768,0.012240176,0.012084556,0.012211849,0.012548586,0.012476613
0.010670286,0.010786531,0.010272327,0.010043441,0.010148313,0.009626236,0.010043867,0.010144018,0.010270011,0.009957826,0.010277047,0.007323501,0.010428772,0.01075494,0.010145199,0.010279106,0.009990895,0.009739179,0.009592248
0.012591759,0.012705106,0.012677439,0.012597808,0.012901272,0.012826899,0.012813788,0.012977694,0.012229583,0.012937616,0.012604447,0.012719845,0.012448862,0.012381469,0.01219264,0.012411766,0.012718442,0.012945206,0.013089721
0.011864472,0.011916401,0.011707306,0.011906668,0.012082006,0.012154746,0.012034024,0.012118945,0.012024493,0.011933129,0.011808555,0.011865039,0.011405864,0.01170187,0.011605252,0.011730395,0.011994636,0.012257158,0.012305807
0.012937502,0.013074487,0.013123617,0.013118475,0.013242218,0.013280633,0.012843405,0.012859154,0.011790351,0.011850515,0.011984633,0.012095413,0.012933142,0.012448507,0.012423427,0.012360091,0.013117163,0.013208766,0.012997823
0.011976852,0.01200623,0.01189754,0.011372007,0.012367313,0.012123215,0.012114609,0.011885792,0.011467655,0.011670129,0.007718827,0.0106665,0.011166952,0.011454768,0.012017753,0.011284816,0.012160114,0.012265326,0.011988527
0.009875576,0.009990281,0.009798732,0.009919228,0.010634501,0.011459168,0.010671423,0.01078447,0.010491842,0.010423011,0.009665484,0.009679363,0.00996104,0.00810251,0.010170235,0.009449648,0.009711497,0.011044402,0.010913191
